thread_id,customer_message,reference_reply,suggested_intent,suggested_route,true_intent,true_route,route_reason
2910420,So have delivered my parcel to a house that doesn't even exist....cheers 👍🏼.,"I'm so sorry for the mix up, Rebecca! We'd like to make sure this is taken care of! Please reach ou…",delivery_issue,auto_handle,delivery_issue,auto_handle,Misdelivery to nonexistent address
1843610,"hi there i just accidently made a purchase of 10,000 amazon coins, i was looking at a promo code an…","Hi, sorry to hear you've made an accidental order. We don't have access to your account through Twi…",billing_dispute,escalate,billing_dispute,escalate,"Wants to cancel a charge before it processes, financial risk"
1510497,Other 2 previous deliveries were exactly the same messages. Had to cancel orders &amp; reorder them…,Oh goodness! Let's look into this together. Please contact us by phone or chat here.,delivery_issue,auto_handle,delivery_issue,auto_handle,Repeated delivery failure
280148,I can't log in my account is locked.,"Please use the ""Skip sign-in"" option. If you don't see it, please try our link using a device with…",account_technical,auto_handle,account_technical,auto_handle,Account login locked
226344,"Hey, this can't be a real. I reported this seller but didn't hear back.",Apologies Jaseem. We'd like more details. Please connect with us here. We'll investigate right away.,delivery_issue,auto_handle,other,auto_handle,"Counterfeit item report, not a transit issue"
910634,"#amazonindia #amazonin fraud Xbox pre launch offer, I didn't receive the free games as per the offe…","I'm sorry about the missing games, have you reported this to our support team here?",billing_dispute,escalate,billing_dispute,escalate,"Paid extra but promised value not received, financial risk"
37639,Yr link: 'track package' page: tells me the package was handed to resident: delivery card indicates…,"Apologies, have you checked in possible safe places and with neighbors for the parcel?",delivery_issue,auto_handle,delivery_issue,auto_handle,Delivery status discrepancy
307910,why you keep taking money from my account every month.,I'm sorry for the recurring charge! Have you contacted us to look into this? If not. we're avail.,billing_dispute,escalate,billing_dispute,escalate,"Recurring unexplained charge, financial risk"
1103660,. Here we go again. Why offer Prime members 2 day or 1 day shipping then ship UPS ground service de…,"I'm sorry for the frustration! We'd love to help figure out what happened, please reach us here.",delivery_issue,auto_handle,delivery_issue,auto_handle,Shipping method not honored
1420527,Done.,"Thank you for sharing your details in the link, we'll check and get back to you with an update.",order_inquiry,auto_handle,other,auto_handle,Thin acknowledgment reply
