thread_id,tweet_id,author_id,inbound,created_at,text,turn_index,clean_text,is_triage
1379893,1379902,441233,True,2017-10-28T04:55:39Z,"@AmazonHelp I had ordered this in prime as u assured for 2 day delivery, else I would have not ordered, hope u keep ur words !",2,"I had ordered this in prime as u assured for 2 day delivery, else I would have not ordered, hope u keep ur words!",False
1379893,1379903,441233,True,2017-10-28T05:05:32Z,@AmazonHelp 171-7336905-2923505 this my order id,3,171-7336905-2923505 this my order id.,False
1379893,1379905,AmazonHelp,False,2017-10-28T05:19:31Z,"@441233 I understand the concern, Srinidhi. I hope you've reached out to our support team for more information on this. ^JC",4,"I understand the concern, Srinidhi. I hope you've reached out to our support team for more information on this.",False
1379893,1379907,441233,True,2017-10-28T08:46:26Z,"@AmazonHelp I have reached to them said no option apart from waiting, this was really not expected from Amazon worst customer experience experience",5,"I have reached to them said no option apart from waiting, this was really not expected from Amazon worst customer experience experience.",False
1379893,1379917,AmazonHelp,False,2017-10-28T09:28:30Z,@441233 we'll check this for you. 2/2 ^RS,6,we'll check this for you. 2/2.,False
1379893,1379918,AmazonHelp,False,2017-10-28T09:28:30Z,"@441233 I'm sorry for the poor experience you had with our support, write to us here: https://t.co/GIJyeYqKE0 &amp; 1/2 ^RS",7,"I'm sorry for the poor experience you had with our support, write to us here &amp; 1/2.",False
1379893,1379906,441233,True,2017-10-28T13:16:10Z,@AmazonHelp Have written to you hoping for positive response!,8,Have written to you hoping for positive response!,False
1379893,1379908,AmazonHelp,False,2017-10-28T13:21:57Z,"@441233 Thanks for the update, Srinidhi. Our team will check this and get back to you soon. Request you to wait. ^NK",9,"Thanks for the update, Srinidhi. Our team will check this and get back to you soon. Request you to wait.",False
1379893,1379909,441233,True,2017-10-30T04:18:43Z,"@AmazonHelp Still I have nt got any call or rsponse frm ur team, still I have not received product, I guess it’s like a time pass chat on Twitter fr u",10,"Still I have nt got any call or rsponse frm ur team, still I have not received product, I guess it’s like a time pass chat on Twitter fr u.",False
1379893,1379910,AmazonHelp,False,2017-10-30T04:44:27Z,@441233 We have sent you an email correspondence here: https://t.co/gqQSB6EW87 &amp; we are working on it. ^RW,11,We have sent you an email correspondence here &amp; we are working on it.,False
1379893,1379911,441233,True,2017-10-31T06:37:02Z,"@AmazonHelp Are you guys playing , no value for customer time ? Is this the service u providing ?? https://t.co/64ApxY6pws",12,"Are you guys playing, no value for customer time? Is this the service u providing??",False
1379893,1379912,AmazonHelp,False,2017-10-31T06:48:00Z,@441233 We are working on it. We will reach out to soon with an update. ^RW,13,We are working on it. We will reach out to soon with an update.,True
1379893,1379913,441233,True,2017-10-31T06:51:23Z,"@AmazonHelp I’m seeing your updates from past 1 week, this I don’t want your regret mail, have some responsibility",14,"I’m seeing your updates from past 1 week, this I don’t want your regret mail, have some responsibility.",False
1379893,1379914,AmazonHelp,False,2017-10-31T07:18:30Z,"@441233 I apologize for the delay, Srinidhi. Please respond to our email so we could take it from there. ^JC",15,"I apologize for the delay, Srinidhi. Please respond to our email so we could take it from there.",False
1379893,1379915,441233,True,2017-10-31T07:23:50Z,@AmazonHelp I have not got any recent mail from you,16,I have not got any recent mail from you.,False
1380233,1380233,416255,True,2017-10-28T05:07:56Z,@AmazonHelp  Pls let me know when will I get credit in Amazon pay for balance load. https://t.co/t9VYdMtePz,0,Pls let me know when will I get credit in Amazon pay for balance load.,False
1380233,1380232,AmazonHelp,False,2017-10-28T05:14:25Z,"@416255 Also, please don't provide your order details as its personal info. Our Twitter page is visible to public. 2/2 ^AB",1,"Also, please don't provide your order details as its personal info. Our Twitter page is visible to public. 2/2.",True
1380233,1380245,416255,True,2017-10-28T05:34:21Z,@AmazonHelp Unable to register complaint via link given.pls help.,2,Unable to register complaint via link given.pls help.,False
1380233,1380246,AmazonHelp,False,2017-10-28T05:54:29Z,@416255 I’m sorry about the hassle. Please drop in your details here: https://t.co/GIJyeYqKE0. We’ll look into it. ^SB,3,I’m sorry about the hassle. Please drop in your details here. We’ll look into it.,False
1380233,1380247,416255,True,2017-10-28T05:55:50Z,@AmazonHelp Please revert soon as possible. https://t.co/dhIKhPXtCv,4,Please revert soon as possible.,False
1380233,1380248,AmazonHelp,False,2017-10-28T06:12:32Z,@416255 We've received the details shared by you. Our team is currently working on it and will get back to you with an update. ^RS,5,We've received the details shared by you. Our team is currently working on it and will get back to you with an update.,False
1380871,1380871,441423,True,2017-10-28T05:33:36Z,A payment into @115823 was cancelled by @115850 quoting reversal by the bank. Rather wierd.,0,A payment into was cancelled by quoting reversal by the bank. Rather wierd.,False
1380871,1380870,AmazonHelp,False,2017-10-28T06:00:33Z,"@441423 In case of a transaction failure, a refund will be issued 3-4 business days. Please contact 1/2 ^RD",1,"In case of a transaction failure, a refund will be issued 3-4 business days. Please contact 1/2.",False
1380871,1380872,AmazonHelp,False,2017-10-28T06:01:00Z,@441423 us here https://t.co/00q4Sqj9zL and we'll assist you right away. 2/2 ^RD,2,us here and we'll assist you right away. 2/2.,False
1380916,1380916,441427,True,2017-10-28T05:25:43Z,@AmazonHelp What's d big idea behind Amazon Prime's promise of 1 day delivery.? While ordering it says 3-4 days for delivery. #Disappointed.,0,What's d big idea behind Amazon Prime's promise of 1 day delivery.? While ordering it says 3-4 days for delivery. #Disappointed.,False
1380916,1380925,AmazonHelp,False,2017-10-28T05:55:29Z,@441427 Hi! Not all products are eligible for Prime shipping. The availability of expedited shipping method depends on the 1/2 ^RS,1,Hi! Not all products are eligible for Prime shipping. The availability of expedited shipping method depends on the 1/2.,False
1380916,1380915,441427,True,2017-10-28T06:00:50Z,"@AmazonHelp In that case, then u Shud not put that product in the prime category. Right.? I enabled the prime button &amp; then checked.",2,"In that case, then u Shud not put that product in the prime category. Right.? I enabled the prime button &amp; then checked.",False
1380916,1380917,AmazonHelp,False,2017-10-28T06:18:32Z,@441427 The exact delivery estimates would be displayed at check-out before placing an order. Appreciate your understanding. ^GK,3,The exact delivery estimates would be displayed at check-out before placing an order. Appreciate your understanding.,False
1380916,1380918,441427,True,2017-10-28T08:19:59Z,"@AmazonHelp My dear, I understand that. But when u promise 1 day delivery for Prime users, all the products displayed Shud fall in that category only.!!",4,"My dear, I understand that. But when u promise 1 day delivery for Prime users, all the products displayed Shud fall in that category only.!!",False
1380916,1380920,AmazonHelp,False,2017-10-28T08:50:01Z,"@441427 If you've subscribed for Prime and if your pincode qualifies for an expedited delivery, you would get the 1/2 ^GK",5,"If you've subscribed for Prime and if your pincode qualifies for an expedited delivery, you would get the 1/2.",False
1380916,1380919,AmazonHelp,False,2017-10-28T08:50:33Z,"@441427 guaranteed delivery. Further, I'll pass along your comments as feedback to our team internally. 2/2 ^GK",6,"guaranteed delivery. Further, I'll pass along your comments as feedback to our team internally. 2/2.",False
1380916,1380921,441427,True,2017-10-31T13:38:46Z,"@AmazonHelp Of course i have subscribed for Prime. And what I say is, please categorise the products according to the promises made to prime users.",7,"Of course i have subscribed for Prime. And what I say is, please categorise the products according to the promises made to prime users.",False
1380916,1380923,441427,True,2017-10-31T13:47:00Z,@AmazonHelp Thank you. Appreciate your help. And hope to see the difference in the app.,8,Thank you. Appreciate your help. And hope to see the difference in the app.,False
1381180,1381180,441478,True,2017-10-28T05:39:05Z,@115850 Please help me out. My Rupay Card shows during ordering but not in the *Manage Payment* section. Bug? https://t.co/GdBt6tkyER,0,Please help me out. My Rupay Card shows during ordering but not in the *Manage Payment* section. Bug?,False
1381180,1381178,AmazonHelp,False,2017-10-28T06:01:28Z,"@441478 We regret for the trouble you have with the payments, call us here: https://t.co/vlvfJr4nN9 &amp; we'll check this for you. ^MJ",1,"We regret for the trouble you have with the payments, call us here &amp; we'll check this for you.",True
1381180,1381179,441478,True,2017-10-28T10:13:03Z,@AmazonHelp Thank You. Issue Resolved.,2,Thank You. Issue Resolved.,False
138154,138154,147118,True,2017-11-24T10:30:30Z,@AmazonHelp Am I doing the right thing to get a replacement TV by having it returned? It turned up broken and I’m doing what the site says,0,Am I doing the right thing to get a replacement TV by having it returned? It turned up broken and I’m doing what the site says.,False
138154,138153,AmazonHelp,False,2017-11-24T10:36:26Z,"@147118 Without providing us any personal information would you be able to elaborate a bit further, so we can assist?^SM",1,"Without providing us any personal information would you be able to elaborate a bit further, so we can assist?",False
138278,138278,147146,True,2017-11-24T09:44:02Z,"Worst service @115850 @115851 got notification that package delievred but still waiting for it.. maybe amazon is doing fraud.
Order id: #405-9538894-7591516. Waiting for response",0,Worst service got notification that package delievred but still waiting for it.. maybe amazon is doing fraud. Order id: #405-9538894-7591516. Waiting for response.,False
138278,138277,AmazonHelp,False,2017-11-24T10:15:35Z,"@147146 Apologies for the incorrect tracking update. Please contact us here: https://t.co/vlvfJr4nN9 so that we can assist you accordingly. 
Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^PJ",1,"Apologies for the incorrect tracking update. Please contact us here so that we can assist you accordingly. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.",True
138278,138279,147146,True,2017-11-24T14:17:59Z,@115850 @115851 I need my product delivered by tomorrow only,2,I need my product delivered by tomorrow only.,False
138278,138280,147146,True,2017-11-24T14:52:54Z,@115850 @115851 I received it. Actully my brother received it . But delivery boy informed tht my nunber was non contactable. He was wrong.,3,I received it. Actully my brother received it. But delivery boy informed tht my nunber was non contactable. He was wrong.,False
138278,150499,AmazonHelp,False,2017-11-24T15:38:31Z,"@147146 We're glad to know that you've received your product. However, I'll ensure to forward your comments internally to review. ^MN",4,"We're glad to know that you've received your product. However, I'll ensure to forward your comments internally to review.",False
1383044,1383044,441868,True,2017-10-28T07:08:21Z,"Hey @115821 do you guys sell personalities? 
#AskingForAFriend",0,Hey do you guys sell personalities? #AskingForAFriend.,False
1383044,1383043,AmazonHelp,False,2017-10-28T07:36:30Z,"@441868 Hi, I have checked and cant seem to locate any 😂 🤣 Let us know if you find any ..^CR",1,"Hi, I have checked and cant seem to locate any 😂 🤣 Let us know if you find any..",False
1383061,1383061,158484,True,2017-10-28T07:15:37Z,@115850 @AmazonHelp Unable to join Amazon prime from mobile prime video app. https://t.co/cJntLj8TDi,0,Unable to join Amazon prime from mobile prime video app.,False
1383061,1383059,AmazonHelp,False,2017-10-28T07:36:28Z,"@158484 You may subscribe to Amazon Prime using this link: https://t.co/IAKU92xsdt, you'll also be able to use Prime video app. ^RS",1,"You may subscribe to Amazon Prime using this link, you'll also be able to use Prime video app.",False
1383061,1383060,158484,True,2017-10-28T08:45:51Z,@AmazonHelp If I use your link then I'll not be eligible for OnePlus 5 amazon prime cash back offer. I need to use prime video mobile app for this offer,2,If I use your link then I'll not be eligible for OnePlus 5 amazon prime cash back offer. I need to use prime video mobile app for this offer.,False
1383061,1383062,AmazonHelp,False,2017-10-28T09:13:53Z,@158484 Could you try reinstalling the application and then try using it? ^GK,3,Could you try reinstalling the application and then try using it?,False
1383061,1383063,158484,True,2017-10-29T01:44:26Z,"@AmazonHelp That did worked, thank you. https://t.co/LjrFsS7uBO",4,"That did worked, thank you.",False
1383061,1383065,AmazonHelp,False,2017-10-29T01:55:01Z,"@158484 Glad to know your concern is addressed, Jeet. Do keep us posted for any further assistance. (1/2) ^SV",5,"Glad to know your concern is addressed, Jeet. Do keep us posted for any further assistance. (1/2).",False
1384077,1384077,442102,True,2017-11-25T21:53:55Z,Very disappointed with @115821. My order was supposed to come in today 😡😡😡,0,Very disappointed with. My order was supposed to come in today 😡😡😡.,False
1384077,1384075,AmazonHelp,False,2017-11-25T21:56:57Z,@442102 We'd like to help. What does the most recent tracking information for your order state here: https://t.co/q4LAMZ3tbE? ^GG,1,We'd like to help. What does the most recent tracking information for your order state here?,False
1384077,1384076,442102,True,2017-11-25T21:57:29Z,@AmazonHelp Delayed,2,Delayed.,False
1384077,1384078,AmazonHelp,False,2017-11-25T22:00:30Z,@442102 Have you received an updated delivery date? Who's the carrier listed here: https://t.co/Y5jpI9gRhE? ^KP,3,Have you received an updated delivery date? Who's the carrier listed here?,False
1384316,1384316,442147,True,2017-10-28T08:13:53Z,@115850 no cost emi available for 1+5 phone ?,0,no cost emi available for 1+5 phone?,False
1384316,1384314,AmazonHelp,False,2017-10-28T08:39:27Z,@442147 You may find the offers available for OnePus 5 here: https://t.co/QN1MTw8ArU ^GK,1,You may find the offers available for OnePus 5 here.,False
1384316,1384315,442147,True,2017-10-28T09:50:46Z,"@AmazonHelp The payment page is not  showing "" no cost emi "" option wheras on the main page the offer is available..pl help https://t.co/jvsYdIgohg",2,"The payment page is not showing "" no cost emi "" option wheras on the main page the offer is available..pl help.",False
1384316,1384318,442147,True,2017-10-28T09:53:09Z,@AmazonHelp Main page where it is showing that offer is available ..but on payment page the offer is not available. https://t.co/9pNsP1nbmD,3,Main page where it is showing that offer is available..but on payment page the offer is not available.,False
1385269,1385269,384698,True,2017-10-28T08:45:30Z,#sonymobils I prchsd mobile from @115850.After purchased I found some issues on phone.Bocz of wrost return policy in @AmazonHelp nt rtrn https://t.co/aTgPKr5Ufu,0,#sonymobils I prchsd mobile from.After purchased I found some issues on phone.Bocz of wrost return policy in nt rtrn.,False
1385269,1385270,AmazonHelp,False,2017-10-28T09:14:28Z,@384698 Sorry to know that the product is defective. We can assist you with a replacement only within the return window. 1/2 ^KA,1,Sorry to know that the product is defective. We can assist you with a replacement only within the return window. 1/2.,False
1385269,1385268,AmazonHelp,False,2017-10-28T09:14:29Z,"@384698 Post the return window, kindly contact the manufacturer to avail the warranty. 2/2 ^KA",2,"Post the return window, kindly contact the manufacturer to avail the warranty. 2/2.",False
1387057,1387057,442758,True,2017-11-20T02:10:26Z,"Now that @115821 has massively delayed a delivery second time in as many weeks, I must ask: @146911 when do you start shipping in the United States.",0,"Now that has massively delayed a delivery second time in as many weeks, I must ask: when do you start shipping in the United States.",False
1387057,1387056,AmazonHelp,False,2017-11-20T02:22:00Z,@442758 I'm sorry to hear your order was delayed! What is the current tracking status of the order? You can find this information here: https://t.co/q4LAMZ3tbE ^JS,1,I'm sorry to hear your order was delayed! What is the current tracking status of the order? You can find this information here.,False
1387057,1387055,442758,True,2017-11-20T07:17:05Z,"@AmazonHelp No, I am not going to go through this again the second time in two weeks. Why should I need to do this again and again -- can't you get your process streamlined? Especially so in the #BlackFriday week?",2,"No, I am not going to go through this again the second time in two weeks. Why should I need to do this again and again -- can't you get your process streamlined? Especially so in the #BlackFriday week?",False
1387057,1387054,AmazonHelp,False,2017-11-20T07:22:54Z,"@442758 Hi Prakash. My apologies but, as this is Twitter, we don't have access to your account/order details. You can contact us directly for assistance via this link: https://t.co/hApLpMlfHN We'll be happy to help. ^DC",3,"Hi Prakash. My apologies but, as this is Twitter, we don't have access to your account/order details. You can contact us directly for assistance via this link We'll be happy to help.",True
1387084,1387084,442762,True,2017-11-20T03:17:35Z,@142 my wife account was put on hold for 10+ days without any reason? what is the reason to hold it? don't get any reply from your side after many complaints... @AmazonHelp,0,my wife account was put on hold for 10+ days without any reason? what is the reason to hold it? don't get any reply from your side after many complaints...,False
1387084,1387083,AmazonHelp,False,2017-11-20T03:30:00Z,"@442762 If the account is on hold, you should be receiving an e-mail from account specialist team. I request you to reply to their e-mail with your concern as they are the right team to assist you at this point in time. ^SF",1,"If the account is on hold, you should be receiving an e-mail from account specialist team. I request you to reply to their e-mail with your concern as they are the right team to assist you at this point in time.",False
1387084,1387082,442762,True,2017-11-20T04:14:08Z,@AmazonHelp not even get single mail in past 10+ days,2,not even get single mail in past 10+ days.,False
1387084,1387081,AmazonHelp,False,2017-11-20T04:38:00Z,@442762 I understand your concern. I kindly request you to check your spam and junk folders for the correspondence from our Account Specialist team. ^JS,3,I understand your concern. I kindly request you to check your spam and junk folders for the correspondence from our Account Specialist team.,True
1387084,1387066,442762,True,2017-11-20T07:04:39Z,@AmazonHelp I check everything no emails received yet? want to know the actual real problem?,4,I check everything no emails received yet? want to know the actual real problem?,False
1387084,1387064,AmazonHelp,False,2017-11-20T07:21:00Z,@442762 We'd like to take a closer look at this. Kindly share your details here: https://t.co/beaaDm0muc and we'll contact you soon. ^SY,5,We'd like to take a closer look at this. Kindly share your details here and we'll contact you soon.,True
1387084,1387065,442762,True,2017-11-21T15:45:33Z,@AmazonHelp how more days you need? worst service ever in my life time...,6,how more days you need? worst service ever in my life time...,False
1387084,1387067,AmazonHelp,False,2017-11-21T16:13:00Z,@442762 Could you please confirm if you have shared your details through the secured link provided earlier to you? ^HS,7,Could you please confirm if you have shared your details through the secured link provided earlier to you?,False
1387084,1387068,442762,True,2017-11-21T16:17:14Z,@AmazonHelp yes,8,yes.,False
1387084,1387069,AmazonHelp,False,2017-11-21T16:34:00Z,"@442762 In that case, you must have received an email correspondence from us. Kindly check and reply to it for further insight. ^HS",9,"In that case, you must have received an email correspondence from us. Kindly check and reply to it for further insight.",False
1387084,1387070,442762,True,2017-11-21T16:37:09Z,@AmazonHelp that's what i'm asking how long day's you take? more than 15+ days to solve an issue?,10,that's what i'm asking how long day's you take? more than 15+ days to solve an issue?,False
1387084,1387071,AmazonHelp,False,2017-11-21T17:02:27Z,"@442762 We value your time. Kindly, let us know if you've replied to the correspondence you received from us? ^BV",11,"We value your time. Kindly, let us know if you've replied to the correspondence you received from us?",False
1387084,1387072,442762,True,2017-11-22T03:22:38Z,"@AmazonHelp yes, I reply to it...",12,"yes, I reply to it...",False
1387084,1387073,AmazonHelp,False,2017-11-22T03:50:00Z,@442762 Thank you for responding to us. We've forwarded your request to our Account Specialist Team. They'll get back to you soon. ^SF,13,Thank you for responding to us. We've forwarded your request to our Account Specialist Team. They'll get back to you soon.,False
1387084,1387074,442762,True,2017-11-22T05:33:23Z,"@AmazonHelp again after asking every detail, get the same answer, our Account Specialist Team get back to you soon... that's what I'm asking you WHEN?😡😡😡 https://t.co/cF0tX8TXgs",14,"again after asking every detail, get the same answer, our Account Specialist Team get back to you soon... that's what I'm asking you WHEN?😡😡😡.",False
1387084,1387075,AmazonHelp,False,2017-11-22T06:13:00Z,"@442762 I'm sorry you don't have access to your account yet. We'll not be able to check your information on Twitter. So kindly reply to our email correspondence with your concerns, we'll get back to you at the earliest. ^SC",15,"I'm sorry you don't have access to your account yet. We'll not be able to check your information on Twitter. So kindly reply to our email correspondence with your concerns, we'll get back to you at the earliest.",False
1387084,1387076,442762,True,2017-11-22T06:19:59Z,@AmazonHelp what is your mail id? share your email id,16,what is your mail id? share your email id.,False
1387084,1387079,442762,True,2017-11-22T07:48:53Z,@AmazonHelp are you really looking the issue? I'll send details by 20th itself... Call Me,17,are you really looking the issue? I'll send details by 20th itself... Call Me.,False
1387084,1387078,442762,True,2017-11-22T07:49:23Z,@AmazonHelp don't make me irritate 😡😡😡,18,don't make me irritate 😡😡😡.,False
1387084,1387080,AmazonHelp,False,2017-11-22T08:03:00Z,@442762 This being a social platform we cannot arrange a call to you. Request you to please wait for the correspondence from our Specialist Team as it is the best team to assist you with your inquiries. ^SF,19,This being a social platform we cannot arrange a call to you. Request you to please wait for the correspondence from our Specialist Team as it is the best team to assist you with your inquiries.,False
1387102,1387102,442764,True,2017-11-20T06:50:53Z,"@AmazonHelp USPS ""delivered"" my package today. and by delivered i literally mean left it outside my front door, on the sidewalk, in NYC. in a shock to absolutely nobody, it was stolen. how is this acceptable?",0,"USPS ""delivered"" my package today. and by delivered i literally mean left it outside my front door, on the sidewalk, in NYC. in a shock to absolutely nobody, it was stolen. how is this acceptable?",False
1387102,1387101,AmazonHelp,False,2017-11-20T06:53:58Z,"@442764 River, I'm sorry to hear your order was stolen? Have you reached out to our phone support to see what your refund/replacement options are? If not, please reach out to us here for assistance: https://t.co/hApLpMlfHN. ^SY",1,"River, I'm sorry to hear your order was stolen? Have you reached out to our phone support to see what your refund/replacement options are? If not, please reach out to us here for assistance.",True
1387102,1387100,442764,True,2017-11-20T07:02:30Z,"@AmazonHelp I have and was told I would be refunded. Still waiting on the confirmation email to say refund is being processed. But honestly, I'm afraid to order from Amazon again. What can be done so @118706 stops being so careless?",2,"I have and was told I would be refunded. Still waiting on the confirmation email to say refund is being processed. But honestly, I'm afraid to order from Amazon again. What can be done so stops being so careless?",False
1387102,1387099,AmazonHelp,False,2017-11-20T07:20:28Z,"@442764 Apologies River, contacting us and letting us know about this helps us work with carriers to improve service, make sure to check your spam/junk folder for the refund confirmation email. ^BD",3,"Apologies River, contacting us and letting us know about this helps us work with carriers to improve service, make sure to check your spam/junk folder for the refund confirmation email.",False
1387105,1387105,115850,True,2017-11-18T08:21:13Z,"One Plus 5T an Amazon Exclusive. Available for Prime Members on 21st Nov, 4:30 PM. https://t.co/tdMAPmgQbo",0,"One Plus 5T an Amazon Exclusive. Available for Prime Members on 21st Nov, 4:30 PM.",False
1387105,1387110,752860,True,2017-11-18T08:33:52Z,@115850 Any offer on EMI,1,Any offer on EMI.,False
1387105,2674367,AmazonHelp,False,2017-11-18T08:45:28Z,@752860 Currently we haven't announced any offers on EMI. Please stay tuned to our website for further updates. You may refer here: https://t.co/cRvWdbwKZd for available offers. ^SB,2,Currently we haven't announced any offers on EMI. Please stay tuned to our website for further updates. You may refer here for available offers.,False
1387105,1387119,120701,True,2017-11-18T18:30:23Z,@115850 Good morning @AmazonHelp @115850 ...see this...#Flipkart delivered this item before the promised scheduled delivery...shame on you guys who couldn't deliver the product which was 30times smaller than what u were suppose to deliver @118702 thank u😍 https://t.co/bWLywtLROu,3,Good morning...see this...#Flipkart delivered this item before the promised scheduled delivery...shame on you guys who couldn't deliver the product which was 30times smaller than what u were suppose to deliver thank u😍.,False
1387105,2759419,AmazonHelp,False,2017-11-18T18:43:33Z,"@120701 I get your concern, Harshal. Could you please confirm, if we've missed the estimates shared with you? ^SV",4,"I get your concern, Harshal. Could you please confirm, if we've missed the estimates shared with you?",False
1387105,2759418,120701,True,2017-11-18T18:48:11Z,@AmazonHelp https://t.co/DmvGQKxvzj hope this brings the deja-chu in you guys...#DejaChu,5,hope this brings the deja-chu in you guys...#DejaChu.,False
1387105,2759417,AmazonHelp,False,2017-11-18T18:53:29Z,@120701 I'm sorry about the experience you had earlier. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach out to you with further assistance. ^SV,6,I'm sorry about the experience you had earlier. Please share your details here I'll reach out to you with further assistance.,True
1387105,2759409,120701,True,2017-11-18T18:57:14Z,@AmazonHelp Here's the proof..now you guys can't claim that I haven't filled up the form like u claimed earlier...and to tell u one thing..I don't need to fill tons of forms when it's actually your fault...this is kiddish assholes https://t.co/XK6zCfO0fa,7,Here's the proof..now you guys can't claim that I haven't filled up the form like u claimed earlier...and to tell u one thing..I don't need to fill tons of forms when it's actually your fault...this is kiddish assholes.,False
1387105,2759407,AmazonHelp,False,2017-11-18T19:00:52Z,"@120701 Thank you for sharing your details, Harshal. We've received them. We'll check your concern and reach out to you at earliest. Please keep an eye on your inbox. Appreciate your understanding &amp; patience in this regard. ^SV",8,"Thank you for sharing your details, Harshal. We've received them. We'll check your concern and reach out to you at earliest. Please keep an eye on your inbox. Appreciate your understanding &amp; patience in this regard.",True
1387105,1387109,158494,True,2017-11-19T05:18:59Z,@115850 order -&gt; get faulty product -&gt; refund after 10 days -&gt; where replacement requested -&gt; void own policy -&gt; make @115851 richman @115850,9,order -&gt; get faulty product -&gt; refund after 10 days -&gt; where replacement requested -&gt; void own policy -&gt; make richman.,False
1387105,2221880,AmazonHelp,False,2017-11-19T05:36:00Z,@158494 I'm sorry about the product being defective. Please escalate this to our support team here: https://t.co/vlvfJr4nN9. We’ll look into it. ^SB,10,I'm sorry about the product being defective. Please escalate this to our support team here. We’ll look into it.,True
1387105,2221879,158494,True,2017-11-19T05:52:19Z,@AmazonHelp done and got the unwanted advice of apologies and sorry but no one cares about a real issue everyone busy making fool Indian customer and making @115851 rich how pathetic it is ??,11,done and got the unwanted advice of apologies and sorry but no one cares about a real issue everyone busy making fool Indian customer and making rich how pathetic it is??,False
1387105,1387108,648916,True,2017-11-19T06:08:50Z,"@115850 @115850 i dont have prime membership, cant i buy the device ?",12,"i dont have prime membership, cant i buy the device?",False
1387105,2221878,AmazonHelp,False,2017-11-19T06:10:00Z,"@158494 We're extremely sorry for the hassle. Please fill this form: https://t.co/beaaDm0muc and we'll have a closer look at your concern. Once you do the needful, our team will get back to you with an update soon.^AR",13,"We're extremely sorry for the hassle. Please fill this form and we'll have a closer look at your concern. Once you do the needful, our team will get back to you with an update soon.",True
1387105,2221877,158494,True,2017-11-19T06:17:29Z,@AmazonHelp you jokers i've already given details but you never understand and it's your tendency bagger @115821,14,you jokers i've already given details but you never understand and it's your tendency bagger.,False
1387105,2221859,AmazonHelp,False,2017-11-19T06:28:52Z,"@648916 The One Plus 5T sale will be applicable for all customers. However, prime customers will have early access on 21st November 4:30 P.M onwards. You could check for the same here: https://t.co/OGyg7OM91H.^AR",15,"The One Plus 5T sale will be applicable for all customers. However, prime customers will have early access on 21st November 4:30 P.M onwards. You could check for the same here.",False
1387105,2221858,648916,True,2017-11-19T06:35:26Z,@AmazonHelp when a non prime user can buy it ?,16,when a non prime user can buy it?,False
1387105,1387107,748051,True,2017-11-19T06:44:34Z,@115850 Unhappy with woodland shoes bought from Amazon,17,Unhappy with woodland shoes bought from Amazon.,False
1387105,2652446,748051,True,2017-11-19T06:46:26Z,@115850 Fungas on woodland shoes delivered by Amazon,18,Fungas on woodland shoes delivered by Amazon.,False
1387105,2221875,AmazonHelp,False,2017-11-19T06:50:28Z,@158494 The resolution provided over email is the best we could offer. We wouldn't be able to provide any further insight on this.^GK,19,The resolution provided over email is the best we could offer. We wouldn't be able to provide any further insight on this.,False
1387105,2221876,158494,True,2017-11-19T06:56:32Z,@AmazonHelp this is the standard script and i guess this has to be changed @35358 no one give me solution can you please tell me what solution been provided jokes never learn @115821 pathetic @115850,20,this is the standard script and i guess this has to be changed no one give me solution can you please tell me what solution been provided jokes never learn pathetic.,False
1387105,2221857,AmazonHelp,False,2017-11-19T06:57:28Z,"@648916 As mentioned earlier, the One Plus 5T sale will be applicable for all customers. However, prime customers will have early access on 21st November 4:30 P.M onwards. ^GK",21,"As mentioned earlier, the One Plus 5T sale will be applicable for all customers. However, prime customers will have early access on 21st November 4:30 P.M onwards.",False
1387105,2652445,AmazonHelp,False,2017-11-19T07:08:23Z,@748051 I apologize that you have received a defective product.  You may create a refund or replacement for the same from here: https://t.co/CbONOfvssf. ^VH,22,I apologize that you have received a defective product. You may create a refund or replacement for the same from here.,False
1387105,2674366,752859,True,2017-11-19T12:29:44Z,"@AmazonHelp @752860 @AmazonHelp  Iam a prime customer ,i need to know is it a flash sale with limited stocks?  If soo then the sale goes off in a second . Then how could i buy one?",23,"Iam a prime customer,i need to know is it a flash sale with limited stocks? If soo then the sale goes off in a second. Then how could i buy one?",False
1387105,2652447,748051,True,2017-11-19T12:42:44Z,@115850  https://t.co/Q5CnIpkKxD,24,,False
1387105,2674365,AmazonHelp,False,2017-11-19T12:45:00Z,"@752859 We do not have information regarding the type of sale. However, as you are a prime member you'll be able to participate in the sale from 4:30 pm on 21 November 2017.For more info on this, stay tuned to this page: https://t.co/CgnKcjuZZS .  ^RI",25,"We do not have information regarding the type of sale. However, as you are a prime member you'll be able to participate in the sale from 4:30 pm on 21 November 2017.For more info on this, stay tuned to this page.",False
1387105,2674342,AmazonHelp,False,2017-11-19T12:53:00Z,"@748051 We've responded to you here: https://t.co/71jBTiCl9s, kindly check. ^MO",26,"We've responded to you here, kindly check.",False
1387105,1387111,756664,True,2017-11-19T16:26:51Z,"@115850 Hello Sir/Madam, In spite of making an online payment you people have collected the money from my house holdover the cash on delivery for the below purchase and I have sent few emails regarding this issue. Please refund.
Ordered on 8 October 2017  Order# 406-1678572-9952369",27,"Hello Sir/Madam, In spite of making an online payment you people have collected the money from my house holdover the cash on delivery for the below purchase and I have sent few emails regarding this issue. Please refund. Ordered on 8 October 2017 Order# 406-1678572-9952369.",False
